Situacao,,Desatracação,DWT,IMO,SaldoTotal,Chegada,ETB,Operador,Cal.Cheg.,Tons/Dia,Mercadoria,Embarcação,Saldo,JanelaOperacional,Atracação,SaldoOperador,Prancha(t/dia),Programação,LOA,DUV,Realizado,Agência,Sentido,Berço,TipodeOperação,ETA,Cal.Saída,Desatracacao,Bordo,Status,Previsto
ESPERADOS,97,,"82.197,20",1024649,,,,ROCHA TERMINAIS PORTUARIOS E LOGISTICA S.A.,"12,80",,SULFATO DE AMONIO,BH POWER,,,,,,75071,"229,00",,,AGENCIA MARITIMA NAABSA,Imp,211,,20/12/2024 07:00,"7,20",,,,"68.223,000 Tons."
ESPERADOS,98,,"49.127,00",9973901,,,,CBL - COMPANHIA BRASILEIRA DE LOGÍSTICA,"11,50",,GASOLINAS,NAVIG8 EXCEL,,,,,,75148,"183,24",,,ORION,Imp,141,,20/12/2024 07:00,"9,50",,,,"15.532,000 Tons."
ESPERADOS,99,,"81.837,00",9803340,,,,ROCHA TERMINAIS PORTUARIOS E LOGISTICA S.A.,"11,64",,SULFATO DE AMONIO,LORD BYRON,,,,,,75029,"228,99",0561072024,,CARGONAVE,Imp,211,,19/12/2024 21:00,"7,10",,,,"58.800,000 Tons."
ESPERADOS,100,,"39.383,00",9253026,,,,TCP (ZGT),"8,50",,CONTÊINERES (CONTENTORES) INCL,ANNIE B,,,,,,74992,"222,10",0565752024,,ZIM DO BRASIL,Imp/Exp,215,,19/12/2024 13:00,"10,20",,,,450 Movs.
ESPERADOS,101,,"116.933,00",9687552,,,,TCP (NWC),"12,00",,CONTÊINERES (CONTENTORES) INCL,CAUQUENES,,,,,,74556,"299,90",0453102024,,ROCHAMAR,Imp/Exp,216,,19/12/2024 12:00,"10,00",,,,1.050 Movs.
ESPERADOS,102,,"47.786,00",9349198,,,,CATTALINI,"9,30",,OLEO DE SOJA,SEA LEGEND,,,,,,75036,"183,00",0549942024,,ROCHAMAR,Exp,143,,19/12/2024 12:00,"11,00",,,,"10.000,000 Tons."
ESPERADOS,103,,"21.616,00",9565560,,,,ORION,"8,50",,AUTOMÓVEIS DE PASSAGEIROS E OU,DALIAN HIGHWAY,,,,,,75025,"199,90",0546962024,,UNIMAR,Imp/Exp,219,,19/12/2024 08:00,"8,80",,,,"425,000 Tons."
ESPERADOS,104,,"53.806,00",9232151,,,,ROCHA TERMINAIS PORTUARIOS E LOGISTICA S.A.,"11,00",,MAP,ZEYNEP C,,,,,,75006,"189,99",0542652024,,WILSON SONS,Imp,211,,19/12/2024 07:00,"9,50",,,,"13.200,000 Tons."
ESPERADOS,Imp,,"13.200,000 Tons.",,,,,,,,,19/12/2024 07:00,,,,,,WILSON SONS,,ROCHA TERMINAIS PORTUARIOS E LOGISTICA S.A.,,"9,50","11,00",CLORETOS DE POTASSIO,,,,,,,
ESPERADOS,Imp,,"13.200,000 Tons.",,,,,,,,,19/12/2024 07:00,,,,,,WILSON SONS,,HARBOR,,"9,50","11,00",CLORETOS DE POTASSIO,,,,,,,
ESPERADOS,105,,"132.236,00",9937335,,,,TCP (IPN),"10,60",,CONTÊINERES (CONTENTORES) INCL,ONE PARANA,,,,,,74987,"330,00",0540352024,,WILSON SONS,Imp/Exp,218,,19/12/2024 06:00,"10,20",,,,500 Movs.
ESPERADOS,106,,"19.628,00",9310109,,,,MARCON,"8,10",,VEICULOS,LIBERTY,,,,,,75131,"199,99",0564392024,,WILHELMSEN PORT SERVICE BRASIL LTDA,Imp/Exp,219,,19/12/2024 06:00,"8,30",,,,"1.000,000 Tons."
ESPERADOS,107,,"937.874,00",9970014,,,,TCP (EXT),"9,80",,CONTÊINERES (CONTENTORES) INCL,GREENVILLE,,,,,,75143,"272,00",0568312024,,MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA,Imp/Exp,215,,19/12/2024 04:00,"10,00",,,,700 Movs.
ESPERADOS,108,,"66.940,00",9367188,,,,TCP (UCL),"10,00",,CONTÊINERES (CONTENTORES) INCL,BREMEN BELLE,,,,,,75140,"280,54",0495652024,,LACHMANN,Imp/Exp,218,,19/12/2024 01:00,"9,00",,,,800 Movs.
ESPERADOS,109,,"100.072,00",9526954,,,,TCP (NBN),"10,00",,CONTÊINERES (CONTENTORES) INCL,MAERSK LOTA,,,,,,75139,"299,90",0526612024,,LACHMANN,Imp/Exp,218,,19/12/2024 01:00,"9,00",,,,800 Movs.
ESPERADOS,110,,"21.965,00",9293612,,,,MARCON,"8,00",,VEICULOS,TORRENS,,,,,,74995,"199,99",0543022024,,WILHELMSEN PORT SERVICE BRASIL LTDA,Imp/Exp,219,,19/12/2024 01:00,"8,30",,,,"1.000,000 Tons."
ESPERADOS,111,,"82.357,00",9942615,,,,CEU AZUL,"6,20",,"ACUCAR DE BETERRABA,EM BRUTO",PROTECTOR,,,,,,75072,"229,00",0560132024,,ORION,Exp,204,,18/12/2024 19:00,"13,10",,,,"69.000,000 Tons."
ESPERADOS,112,,"124.941,00",9619452,,,,TCP (WME),"9,80",,CONTÊINERES (CONTENTORES) INCL,MSC ARICA,,,,,,75110,"299,18",0561272024,,MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA,Imp/Exp,216,,18/12/2024 18:00,"10,00",,,,1.400 Movs.
ESPERADOS,113,,"50.375,00",9292577,,,,CBL - COMPANHIA BRASILEIRA DE LOGÍSTICA,"10,00",,OLEO DIESEL,RICCA,,,,,,75127,"189,02",,,NORTH STAR,Imp,141,,18/12/2024 17:00,"8,00",,,,"17.935,000 Tons."
ESPERADOS,114,,"50.375,00",9292577,,,,CATTALINI,"12,60",,OLEO DIESEL,RICCA,,,,,,75126,"189,02",,,NORTH STAR,Imp,143,,18/12/2024 17:00,"10,00",,,,"24.948,000 Tons."
ESPERADOS,115,,"63.659,00",9919565,,,,FORTESOLO,"11,87",,DAP - Fosfato Diamonico,WISTERIA,,,,,,75058,"199,98",0559992024,,AMART,Imp,211,,18/12/2024 10:00,"9,76",,,,"16.000,000 Tons."
ESPERADOS,Imp,,"16.000,000 Tons.",,,,,,,,,18/12/2024 10:00,,,,,,AMART,,FORTESOLO,,"9,76","11,87",MAP,,,,,,,
ESPERADOS,116,,"52.219,40",9312573,,,,TCP (LXS),"10,50",,CONTÊINERES (CONTENTORES) INCL,XIN WEI HAI,,,,,,75090,"263,23",0558442024,,UNIMAR,Imp/Exp,216,,18/12/2024 08:00,"10,50",,,,500 Movs.
ESPERADOS,117,,"37.880,00",9762481,,,,ROCHA TERMINAIS PORTUARIOS E LOGISTICA S.A.,"10,65",,UREIA,MYKONOS DAWN,,,,,,74980,"181,00",0552062024,,ALPHAMAR,Imp,211,,18/12/2024 07:00,"6,00",,,,"35.200,000 Tons."
ESPERADOS,118,,"21.231,80",9491472,,,,TCP (MED),"9,50",,CONTÊINERES (CONTENTORES) INCL,ESPOIR,,,,,,75010,"168,10",0543982024,,UNIMAR,Imp/Exp,215,,17/12/2024 17:00,"9,50",,,,325 Movs.
ESPERADOS,119,,"50.392,00",9416381,,,,TRANSPETRO PGUA,"10,50",,GASOLINAS,CLARITY,,,,,,75119,"183,20",0570822024,,LACHMANN,Imp,141,,17/12/2024 12:00,"9,00",,,,"25.000,000 Tons."
ESPERADOS,120,,"38.140,00",9626015,,,,ROCHA TERMINAIS PORTUARIOS E LOGISTICA S.A.,"10,25",,"SUPERFOSFATO, MINERAIS OU QUIM",PAN BONITA,,,,,,75075,"189,00",0561052024,,AMART,Imp,208,,17/12/2024 10:00,"5,20",,,,"32.930,000 Tons."
ESPERADOS,Imp,,"32.930,000 Tons.",,,,,,,,,17/12/2024 10:00,,,,,,AMART,,ROCHA TERMINAIS PORTUARIOS E LOGISTICA S.A.,,"5,20","10,25",MAP,,,,,,,
ESPERADOS,121,,"100,00",9203320,,,,MARINHA DO BRASIL,"3,50",,PASSAGEIROS,CISNE BRANCO,,,,,,74903,"78,00",,,MARINHA DO BRASIL,Imp/Exp,113,,13/12/2024 07:00,"3,50",,,,"550,000 Tons."
ESPERADOS,122,,"100,00",9203320,,,,MARINHA DO BRASIL,"3,50",,PASSAGEIROS,CISNE BRANCO,,,,,,74879,"78,00",,,MARINHA DO BRASIL,Imp/Exp,205,,11/12/2024 07:00,"3,50",,,,"666,000 Tons."
ESPERADOS,123,,"1,00",1253625,,,,MARINHA DO BRASIL,"5,00",,PASSAGEIROS,MARACANÃ,,,,,,75100,"54,20",,,MARINHA DO BRASIL,Imp/Exp,205,,11/12/2024 07:00,"5,00",,,,45 Movs.
APOIO PORTUÁRIO / OUTROS,1,,"40.255,00",9945526,,11/12/2024 17:18,,TRANSPETRO PGUA,,,,VICTORIAN TRADER,,,,,,74913,"179,90",0526312024,,SEATRADE SERVICOS PORTUARIOS E,,299,Abastecimento,,,,,Presente,
APOIO PORTUÁRIO / OUTROS,2,,"63.611,00",9964352,,11/12/2024 14:00,,TRANSPETRO PGUA,,,,MAGELLAN ETERNITY,,,,,,75034,"199,90",0552022024,,CARGILL AGRICOLA,,299,Abastecimento,,,,,Presente,
DESPACHADOS,1,,"20.434,00",9441568,,16/12/2024 02:30,,MARCON,,,VEICULOS,HARMONY LEADER,,16/12/2024 05:35 - 16/12/2024 20:30,,,"5.000,000",75117,"199,95",0561222024,,LACHMANN,Imp/Exp,219,,,,16/12/2024 20:10,BE,,"301,000 Tons."
DESPACHADOS,2,,"34.376,00",9525950,,15/12/2024 12:00,,TCP (ZGT),,,CONTÊINERES (CONTENTORES) INCL,ALS VESTA,,,,,0,74990,"208,79",0557372024,,ZIM DO BRASIL,Imp/Exp,215,,,,16/12/2024 04:30,BB,,395 Movs.
DESPACHADOS,3,,"145.723,00",9938262,,13/12/2024 13:00,,TCP (SSA),,,CONTÊINERES (CONTENTORES) INCL,CMA CGM PARATY,,,,,0,74936,"336,00",0528902024,,UNIMAR,Imp/Exp,218,,,,15/12/2024 03:25,BB,,1.444 Movs.
DESPACHADOS,4,,"134.007,10",9778088,,14/12/2024 18:30,,TCP (IPN),,,CONTÊINERES (CONTENTORES) INCL,MSC MADHU B,,,,,0,75035,"330,00",0549472024,,MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA,Imp/Exp,218,,,,17/12/2024 03:45,BB,,1.050 Movs.
DESPACHADOS,5,,"18.770,00",9701140,,14/12/2024 04:00,,ORION,,,AUTOMÓVEIS DE PASSAGEIROS E OU,GOODWOOD,,14/12/2024 08:30 - 15/12/2024 14:11,,,"5.000,000",75052,"199,97",0551952024,,UNIMAR,Imp/Exp,219,,,,15/12/2024 08:10,BE,,"4.449,000 Tons."
DESPACHADOS,6,,"51.599,00",9452139,,14/12/2024 09:00,,ROCHA TERMINAIS PORTUARIOS E LOGISTICA S.A.,,,PASTA QUIM.MADEIRA DE N/CONIF.,STAR TOSCANA,,14/12/2024 13:40 - 16/12/2024 00:28,,,"9.000,000",75039,"199,90",0550042024,,SEATRADE SERVICOS PORTUARIOS E LOGISTICOS,Exp,202,,,,15/12/2024 20:34,BE,,"13.002,000 Tons."
DESPACHADOS,7,,"130.573,00",9850836,,14/12/2024 08:30,,TCP (ESA),,,CONTÊINERES (CONTENTORES) INCL,EVER FASHION,,,,,0,74862,"333,90",0512312024,,GRIEG,Imp/Exp,216,,,,15/12/2024 08:15,BB,,581 Movs.
DESPACHADOS,8,,"44.508,00",9276688,,13/12/2024 04:00,,CATTALINI,,,OLEO DE SOJA,MARITIME TUNTIGA,,13/12/2024 14:25 - 15/12/2024 06:14,,,"8.000,000",74965,"180,07",0554772024,,CARGONAVE,Exp,144,,,,15/12/2024 11:15,BE,,"10.000,000 Tons."
DESPACHADOS,9,,"51.060,00",9227273,,11/12/2024 15:42,,TCP (SAT),,,CONTÊINERES (CONTENTORES) INCL,IRENES RESOLVE,,,,,0,74561,"257,38",0453262024,,ROCHAMAR,Imp/Exp,216,,,,16/12/2024 11:40,BE,,876 Movs.
DESPACHADOS,10,,"61.411,00",9675781,,11/12/2024 07:30,,TIBAGI,,,MILHO,CLIPPER BELLE,,13/12/2024 14:55 - 16/12/2024 03:35,,,"43.200,000",75030,"199,98",0550432024,,AGENCIA MARITIMA NAABSA,Exp,214,,,,16/12/2024 03:45,BB,,"59.000,000 Tons."
DESPACHADOS,11,,"34.564,00",9671084,,08/12/2024 18:12,,PORTO PONTA DO FELIX S/A,,,AÇÚCAR,FEDERAL COLUMBIA,,09/12/2024 10:42 - 21/12/2024 03:14,,,"2.200,000",75043,"199,98",0548532024,,FORTENAVE,Exp,113,,,,15/12/2024 06:15,BE,,"21.000,000 Tons."
DESPACHADOS,12,,"81.630,70",9595589,,07/12/2024 06:00,,ROCHA TERMINAIS PORTUARIOS E LOGISTICA S.A.,,,SOJA,CARAVOS HARMONY,,13/12/2024 03:30 - 16/12/2024 14:08,,,"44.544,000",75016,"229,00",0544622024,,ROCHAMAR,Exp,213,,,,16/12/2024 09:15,BB,,"68.670,000 Tons."
DESPACHADOS,13,,"82.025,00",9710543,,29/11/2024 01:00,,TIBAGI,,,SOJA,C FORCE,,,,,"0,000",74998,"229,00",0543482024,,CARGILL AGRICOLA,Exp,201,,,,16/12/2024 03:00,BE,,"69.300,000 Tons."
DESPACHADOS,14,,"63.925,90",9965021,,02/12/2024 17:42,,CEU AZUL,,,AÇÚCAR,VAN HANNAH,,14/12/2024 23:58 - 18/12/2024 10:13,,,"20.000,000",74932,"199,90",0530112024,,CARGONAVE,Exp,204,,,,16/12/2024 22:41,BB,,"58.350,000 Tons."
DESPACHADOS,15,,"55.840,00",9370006,,22/11/2024 11:12,,PORTO PONTA DO FELIX S/A,,,CLORETOS DE POTASSIO,KALLONE,,15/12/2024 10:06 - 21/12/2024 10:07,,,"6.000,000",74884,"189,90",0520282024,,FORTENAVE,Imp,113,,,,16/12/2024 11:10,BE,,"33.000,000 Tons."
DESPACHADOS,16,,"37.322,00",9374349,,13/11/2024 09:50,,ROCHA TERMINAIS PORTUARIOS E LOGISTICA S.A.,,,"SUPERFOSFATO, MINERAIS OU QUIM",HTK DISCOVERY,,11/12/2024 02:00 - 14/12/2024 19:47,,,"10.000,000",74781,"177,85",0508272024,,AMART,Imp,209,,,,14/12/2024 21:05,BB,,"25.122,000 Tons."
DESPACHADOS,BB,,11/12/2024 02:00 - 14/12/2024 19:47,13/11/2024 09:50,,,,,,,,FERTILIZ.MINER.QUIM.C/NITROGEN,,,,,,Imp,14/12/2024 21:05,AMART,,,"25.122,000 Tons.",ROCHA TERMINAIS PORTUARIOS E LOGISTICA S.A.,,,,,"10.000,000",,
DESPACHADOS,17,,"37.568,50",9971874,,12/11/2024 00:15,,FORTESOLO,,,CLORETOS DE POTASSIO,POLSTEAM LEBSKO,,11/12/2024 07:00 - 14/12/2024 21:30,,,"5.865,400",74834,"199,96",0505932024,,AMART,Imp,208,,,,15/12/2024 07:15,BE,,"15.198,000 Tons."
DESPACHADOS,BE,,11/12/2024 07:00 - 15/12/2024 20:02,12/11/2024 00:15,,,,,,,,CLORETOS DE POTASSIO,,,,,,Imp,15/12/2024 07:15,AMART,,,"5.531,000 Tons.",ROCHA TERMINAIS PORTUARIOS E LOGISTICA S.A.,,,,,"2.134,592",,
DESPACHADOS,18,,"84.434,00",9883845,,04/11/2024 17:18,,FOSPAR,,,SULFATO DE AMONIO,TAI KNIGHTHOOD,,09/12/2024 18:36 - 22/12/2024 20:12,,,"6.000,000",74734,"229,00",0489992024,,ORION,Imp,200,,,,17/12/2024 11:09,BB,,"74.740,000 Tons."
DESPACHADOS,BB,,09/12/2024 18:36 - 22/12/2024 20:12,04/11/2024 17:18,,,,,,,,FERTILIZ.MINER.QUIM.C/NITROGEN,,,,,,Imp,17/12/2024 11:09,ORION,,,"74.740,000 Tons.",FOSPAR,,,,,"6.000,000",,
DESPACHADOS,19,,"81.966,00",9737606,,29/10/2024 08:36,,CEU AZUL,,,AÇÚCAR,LAGUNA SECA,,12/12/2024 19:05 - 17/12/2024 01:07,,,"20.000,000",74672,"229,00",0472482024,,ROCHAMAR,Exp,204,,,,14/12/2024 22:40,BB,,"65.000,000 Tons."
